X,Y,FID,Referencia,Año,Longitud,Latitud,Municipio,Departamen,Zona_Carbo,Manto,Espesor,Cenizas__,SO3_bs___e,C_Fijo_Cal,S_bs___en,C_Fijo_he_,Cenizas_he,S_he___en,C_Fijo_lmm,Materia_Vo,Poder_Calo,Poder_Ca_1,Poder_Ca_2,CLASIFICAC
-8085088.37419898,872506.830130755,149,546731006A55,2019,-72.6295846,7.8135306,San Cayetano,Norte de Santander,Norte de Santander,Manto 150 La Ventana,"0,4",9.96,2.13,48.46,0.58,46.92,9.72,0.58,53.15,46.85,14059.56,13907.71,15561.62,Bituminoso Alto en Volátiles A
-8075479.39820515,871524.003949011,150,540011007A70,2019,-72.5432657,7.8047836,San Cayetano,Norte de Santander,Norte de Santander,Manto 130,"0,94",9.34,0.54,47.08,1.51,46.1,9.27,1.49,52.36,47.64,13779.78,13566.2,15131.03,Bituminoso Alto en Volátiles A
-8075479.39820515,871524.003949011,151,540011007A71,2019,-72.5432657,7.8047836,San Cayetano,Norte de Santander,Norte de Santander,Manto 120,,2.34,2.73,50.06,0.55,47.97,2.27,0.55,50.01,49.99,15108.41,14883.29,15276.42,Bituminoso Alto en Volátiles A
-8075479.39820515,871524.003949011,152,540011007A72,2019,-72.5432657,7.8047836,San Cayetano,Norte de Santander,Norte de Santander,Manto 150,,3.16,0.54,53.32,1.4,52.06,3.14,1.37,55.15,44.85,14666.33,14397.93,14949.02,Bituminoso Alto en Volátiles A
-8075479.39820515,871524.003949011,153,540011007A73,2019,-72.5432657,7.8047836,San Cayetano,Norte de Santander,Norte de Santander,Manto 110,"0,74",3.43,1.24,51.51,0.56,50.11,3.38,0.55,52.91,47.09,14860.76,14637.85,15211.99,Bituminoso Alto en Volátiles A
-8079072.8692916,863035.967294146,154,540011007A74,2019,-72.5755464,7.7292338,San Cayetano,Norte de Santander,Norte de Santander,Manto 140,,12.72,0.07,45.65,1,44.69,12.64,0.98,53.17,46.83,12962.96,12698.52,14740.49,Bituminoso Alto en Volátiles A
-8079072.8692916,863035.967294146,155,540011007A75,2019,-72.5755464,7.7292338,San Cayetano,Norte de Santander,Norte de Santander,Manto 150,,9.28,0.18,49.19,0.76,47.81,9.19,0.74,54.8,45.2,13484.84,13130.19,14601.37,Bituminoso Alto en Volátiles A
-8077131.95830987,867590.601447447,156,540011007A63,2019,-72.5581109,7.7697751,San Cayetano,Norte de Santander,Norte de Santander,Manto 110-7,"0,6",3.8,4.49,49,0.6,46.21,3.62,0.59,48.8,51.2,14948.95,14760.6,15383.18,Bituminoso Alto en Volátiles A
-8077131.95830987,867590.601447447,157,540011007A64,2019,-72.5581109,7.7697751,San Cayetano,Norte de Santander,Norte de Santander,Manto 120-6,"0,30 - 0,50",7.34,0.98,47.78,0.64,46.61,7.27,0.63,51.5,48.5,14230.81,14021.62,15238.73,Bituminoso Alto en Volátiles A
-8078379.96112116,865865.663860135,158,540011007A61,2019,-72.5693219,7.7544217,San Cayetano,Norte de Santander,Norte de Santander,Manto140,"0,97",15.4,0.59,47.36,0.87,46.45,15.3,0.86,56.73,43.27,13991.49,13804,16579.69,Bituminoso Alto en Volátiles A
-8078379.96112116,865865.663860135,159,540011007A62,2019,-72.5693219,7.7544217,San Cayetano,Norte de Santander,Norte de Santander,Manto 150,"1,1",5.61,0.19,50.91,0.74,49.76,5.58,0.73,54.26,45.74,14267.41,13972.08,14892.33,Bituminoso Alto en Volátiles A
-8080791.07450004,860336.948732589,160,540991007A67,2019,-72.5909813,7.7052077,San Cayetano,Norte de Santander,Norte de Santander,Manto Veta Nueva 3,"0,6",9.84,0.41,52.02,2.88,50.85,9.73,2.83,58.57,41.43,13675.69,13422.69,15103.27,Bituminoso Alto en Volátiles A
-8080848.54875314,860637.700832985,161,540991007A65,2019,-72.5914976,7.707885,San Cayetano,Norte de Santander,Norte de Santander,Manto Veta 4 superior,"0,6",7.39,0.71,54.08,1.37,52.55,7.26,1.34,58.64,41.36,14116.04,13812.54,15036.17,Bituminoso Alto en Volátiles A
-8080848.54875314,860637.700832985,162,540991007A66,2019,-72.5914976,7.707885,San Cayetano,Norte de Santander,Norte de Santander,Manto Veta 4 inferior,"0,7",30.05,0.64,38.37,2.93,37.46,29.72,2.87,57.34,42.66,10191.49,10015.18,14885.47,Bituminoso Alto en Volátiles A
-8080891.48468074,860178.895408516,163,540991007A68,2019,-72.5918833,7.7038007,San Cayetano,Norte de Santander,Norte de Santander,Nivel 1.Manto 70 Veta 3,"0,6",6.89,1,53.97,1.58,52.17,6.74,1.55,58.02,41.98,14167.59,13833.24,14973.12,Bituminoso Alto en Volátiles A
-8080653.7730401,893011.907182749,164,540991007A69,2019,-72.5897479,7.9959805,San Cayetano,Norte de Santander,Norte de Santander,Nivel 4. Manto 80 Veta 3,"0,6",8.04,0.63,52.85,4.11,51.54,7.94,4.04,58.31,41.69,13969.03,13710.6,15143.62,Bituminoso Alto en Volátiles A
-8098490.95145982,923685.174804964,165,547201008A83,2019,-72.749982,8.268752,Sardinata,Norte de Santander,Norte de Santander,Fm Cuervos,,2.22,2.11,56.46,0.56,52.89,2.14,0.54,56.73,43.27,14369.63,13750.3,14090.19,Bituminoso Alto en Volátiles A
-8521892.68041653,389169.971505831,166,FRB 39,2001,-76.5534644444,3.49380611111,Cali,Valle del Cauca,Yumbo - Suárez,3,1,25.5,2.45,35.44,0.69,33.96,24.69,0.68,47.56,52.44,10781.22,10591.47,14469.71,Bituminoso Alto en Volátiles A
-8521892.68041653,389169.971505831,167,FRB 40,2001,-76.5534644444,3.49380611111,Cali,Valle del Cauca,Yumbo - Suárez,10,"0,5",11.11,10.98,45.41,1.05,39.9,9.87,1.04,45.43,54.57,13484.63,13309.33,14934.25,Bituminoso Alto en Volátiles A
-8521892.68041653,389169.971505831,168,FRB 41,2001,-76.5534644444,3.49380611111,Cali,Valle del Cauca,Yumbo - Suárez,Bolívar,3,10.64,5.69,47.36,0.44,43.88,9.97,0.43,50.22,49.78,13437.43,13202.27,14811.02,Bituminoso Alto en Volátiles A
-8525298.59300359,377116.565758323,169,FRB 42,2001,-76.5840602778,3.38572361111,Cali,Valle del Cauca,Yumbo - Suárez,6,"0,9",17.14,6.25,53.66,0.94,49.34,15.85,0.92,61.14,38.86,12827.11,12582.11,15217.92,Bituminoso Alto en Volátiles A
-8525298.59300359,377116.565758323,170,FRB 43,2001,-76.5840602778,3.38572361111,Cali,Valle del Cauca,Yumbo - Suárez,7,"1,2",20.56,5.95,50.02,3.19,46.53,19.21,3.15,60.26,39.74,12413.12,12279.06,15636.98,Bituminoso Alto en Volátiles A
-8525298.59300359,377116.565758323,171,FRB 44,2001,-76.5840602778,3.38572361111,Cali,Valle del Cauca,Yumbo - Suárez,"7,5","0,8",16.23,12.4,56.52,3.25,48.71,14.06,3.2,59.22,40.78,13109.58,12897.2,15335.52,Bituminoso Alto en Volátiles A
-8528255.08406866,360669.837441143,172,FRB 45,2001,-76.6106188889,3.23822694444,Jamundí,Valle del Cauca,Yumbo - Suárez,1,"0,5",43.4,1.78,36.01,10.86,34.82,42.28,10.69,70.83,29.17,7742.03,7620.48,14622.52,Bituminoso Medio en Volátiles
-8528255.08406866,360669.837441143,173,FRB 46,2001,-76.6106188889,3.23822694444,Jamundí,Valle del Cauca,Yumbo - Suárez,4,"0,65",17.29,6.66,52.83,1.64,46.15,15.19,1.53,60.16,39.84,12710.28,11895.56,14282.58,Bituminoso Alto en Volátiles A
-8528255.08406866,360669.837441143,174,FRB 47,2001,-76.6106188889,3.23822694444,Jamundí,Valle del Cauca,Yumbo - Suárez,3,"0,5",6.4,26.74,65.55,1.46,47.39,4.66,1.44,50.8,49.2,14810.54,14615.04,15441.6,Bituminoso Alto en Volátiles A
-8535728.70361555,342089.968737872,175,FRB 48,2001,-76.6777555556,3.07157416667,Buenos Aires,Valle del Cauca,Yumbo - Suárez,9,"0,8",16.92,14.11,64.86,6.11,54.12,14.23,5.93,67.79,32.21,12685.15,12324.89,14783.14,Bituminoso Alto en Volátiles A
-8535728.70361555,342089.968737872,176,FRB 49,2001,-76.6777555556,3.07157416667,Buenos Aires,Valle del Cauca,Yumbo - Suárez,8,"0,8",11.9,25.4,67.32,3.62,48.95,8.7,3.53,56.22,43.78,13648.81,13300.76,14802.09,Bituminoso Alto en Volátiles A
-8535728.70361555,342089.968737872,177,FRB 50,2001,-76.6777555556,3.07157416667,Buenos Aires,Valle del Cauca,Yumbo - Suárez,7,"1,6",14.5,13.52,66.87,3.71,56.33,12.28,3.62,67.91,32.09,13096.27,12755.77,14838.69,Bituminoso Alto en Volátiles A
-8535728.70361555,342089.968737872,178,FRB 51,2001,-76.6777555556,3.07157416667,Buenos Aires,Valle del Cauca,Yumbo - Suárez,10,"1,6",17.12,15.55,64.5,2.91,52.91,14.15,2.83,65.36,34.64,12837.14,12470,14824.18,Bituminoso Alto en Volátiles A
-8535054.50948839,340275.062962754,179,FRB 52,2001,-76.6716991667,3.05529388889,Buenos Aires,Valle del Cauca,Yumbo - Suárez,Huevona,1,13.89,8.02,68.2,0.97,62.01,12.72,0.96,73.13,26.87,13430.97,13277.86,15430.34,Bituminoso Medio en Volátiles
-8535054.50948839,340275.062962754,180,FRB 53,2001,-76.6716991667,3.05529388889,Buenos Aires,Valle del Cauca,Yumbo - Suárez,La Grande,"1,8",18.11,6.26,62.5,0.7,57.93,16.91,0.69,72.06,27.94,12500.36,12361.6,15151.58,Bituminoso Medio en Volátiles
-8535054.50948839,340275.062962754,181,FRB 54,2001,-76.6716991667,3.05529388889,Buenos Aires,Valle del Cauca,Yumbo - Suárez,Peñosa,"0,9",13.14,7.21,66.95,1.17,61.54,12.15,1.16,71.94,28.06,13572.38,13446.16,15524.31,Bituminoso Medio en Volátiles
-8532261.56530855,351510.839453944,182,FRB 55,2001,-76.6466097222,3.15607833333,Jamundí,Valle del Cauca,Yumbo - Suárez,3,"1,1",27.3,1.92,36.77,5.61,35.46,26.63,5.51,52.06,47.94,10398.8,10224.1,14586.03,Bituminoso Alto en Volátiles A
-8532261.56530855,351510.839453944,183,FRB 56,2001,-76.6466097222,3.15607833333,Jamundí,Valle del Cauca,Yumbo - Suárez,La Gasosa,"0,9",8.99,19.49,49.29,1.11,39.31,7.23,1.1,43.18,56.82,14181.96,14050.07,15279.9,Bituminoso Alto en Volátiles A
-8530516.4158358,352723.903606712,184,FRB 57,2001,-76.6309327778,3.16695888889,Jamundí,Valle del Cauca,Yumbo - Suárez,7,"0,8",14.81,3.68,43.36,4.84,41.05,14.22,4.75,50.22,49.78,12714.83,12496.14,14944.19,Bituminoso Alto en Volátiles A
-8530516.4158358,352723.903606712,185,FRB 58,2001,-76.6309327778,3.16695888889,Jamundí,Valle del Cauca,Yumbo - Suárez,9 (La Grande),1,18.36,3.07,41.68,3.01,39.68,17.72,2.96,50.66,49.34,11842.26,11630.28,14491.52,Bituminoso Alto en Volátiles A
-8530516.4158358,352723.903606712,186,FRB 59,2001,-76.6309327778,3.16695888889,Jamundí,Valle del Cauca,Yumbo - Suárez,6 (La Melugosa),"1,1",27.07,4.18,34.86,3.9,32.77,25.78,3.83,47.24,52.76,10367.61,10170.62,14245.31,Bituminoso Alto en Volátiles A
